,User @,Comment Text,original_comment
1895,nuryanto065,jokowi is the terbaik presiden,['👍👍👍👍 Jokowi is the best presiden']
1896,nvd.nf,yah fikir bagus loh visi misi nyaibu kota pusat pemerintah looknya dibikin alam menambah kesan keindahan indonesia,"['tapi yah kalo di fikir lagi bagus loh visi misi nya,ibu kota yg pasti jadi pusat negara looknya dibikin alam,menambah kesan keindahan Indonesia']"
1897,nvita.shrr,konser korean pop jakarta masuk pulau jawa lihat kota mengubah kalimantan lihat,['konser kpop di jakarta aja yg sama2 masuk pulau jawa nggk bisa lihat. ini ibu kota pindah ke kalimantan tambah nggk bisa lihat 😭']
1898,nyomanrosy,,['👍👍👍👍❤']
1899,obetdistro,mantap,['paling mantap']
1900,obito_uhiha,kasihan hutan,['kasihan hutan']
1901,ocot007,sehat jokowi,['sehat selalu Pak Jokowi']
1902,oct467,instan,['sesuatu yang instan itu tidak baik']
1903,octo8888888,duit ni bosku,['duit drmna nie bosqueeee😁🤣']
1904,odean25,urgent dahului pabrik memproduksi ekonomi rakyat terangkat rimah bagus bauatnya,"['kok hal yg tdk urgent di dahului, seharusnya bikin pabrik utk memproduksi sesuatu yg bikin ekonomi rakyat terangkat. rimah aja bagus tapi bauatnya p']"
1905,odera1710,sayang hutan hutan kalimantan ditebangin bangunan bangunan,['sayang hutan hutan kalimantan yang akan ditebangin dan menjadi tempat bangunan bangunan tinggi']
1906,odhiepasha,mimpi mobil esemka mimpih he kenyataan bbm nyata fakta,['masih dlm mimpi 😭 sama seperti mobil ESEMKA mimpih he tidak jd kenyataan kalau BBM naik nyata dan fakta🥰']
1907,oecha72,bego suka memikirkan pemindahan kota kota nusantara kota jogja surabaya pontianak kota-kota,"['gw yg bego suka mikir, knp sih pemindahan ibukota kudu bikin IKN, knp ga ke kota yg udah jadi aja kayak jogja, Srby, pontianak, atw kota2 besar lainny']"
1908,oecok2siregaro,tetep jakarta kota sesungguh nya,['TETEP JAKARTA IBUKOTA YQNG SESUNGGUH NYA']
1909,oemarborkan,jkrt udah,['gw di jkrt aja dah']
1910,ofc_calesto,setuju mengubah,['seteju kolo pindah']
1911,ogiebingz,keren,['KERENNN']
1912,ogy_saja,bang jawa perbaiki dulusesudah memindahkan kota,['bang..kenapa masalah di jawa tersebut tidak di perbaiki dulu...sesudah itu baru memindahkan ibu kota']
1913,ojentjen,mimpi,['mimipiiiiiii']
1914,okitriono58,indonesia majukan jokowi,"['Indonesia maju , bersama pak Jokowi ,']"
1915,oktavianabellavistahure,,['🥰🥰🥰']
1916,olgarine,keren cinta kalimantan timur,['keren.. love Kaltim❤']
1917,olievela,mantap aspek lingkungan mendukung kalimantan pulau bersahabat selamat suka suka,['mantap kok.\naspek lingkungan mendukung.\nkalimantan adalah pulau bersahabat (welcome) saya suka saya suka.']
1918,om_bams26,jokowi is the terbaik,['JOKOWI IS THE BEST 👍🏻👍🏻👍🏻🇮🇩']
1919,omaabel338,mantap presidenku cerdas,['mantaaaap presidenku!! cerdas!']
1920,ombex01,mrt selesai kota kayanya,['mrt kapan selesai?!... apalagi ibu kota.... lama kayanya']
1921,ompol70,kabar tersedia investasi yah,"['gmna kbrnya skrng,Gk ada yg investasi ya skrng']"
1922,omsugeng788,semangat persidenku,['semangat bapa persidenku']
1923,one.fine.dey,Halusinasi,['cuma halusinasi']
1924,onedanny15,diapain atuh tanah air teh,['mau diapain atuh tanah air kita teh']
1925,oniembalelo,jokowi fakta realita,['Jokowi fakta bukan realita']
1926,oniongalaktus,sebenernya iri jalan bagus harga bahan pokok tertangkau takut sebentar orang hutan kalimantan hbis,['sebenernya ga iri sih yg penting jalan bagus sama harga bahan pokok tertangkau gw takut entar byk org hutan di Kalimantan bakal hbis😌']
1927,onodakhi,salut bangun tidur pemuda indonesia,['gua salut. saat kita bangun dari tidur pemuda Indonesia.🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨']
1928,oohspertiitu,,['🥰']
1929,opa_domz,keren my presiden sejarah beliau lakukan pemerintah kitakeren,['keren my presiden...banyak sejarah baru yang beliau lakukan buat negara kita...keren']
1930,opecnadira,tersedia percaya,['apa ada yg percaya?']
1931,opikilik,setuju kota dipindahkan,['apa cuma saya yg gasetuju ibukota dipindahkan😌']
1932,opllet_2,anies lanjutkan,['pk anies lnjutkn']
1933,oppai_1111,aduhh ips seehh,['aduhh nambah soal ips aja seehh']
1934,orang_lewat262,semoga hutan nya terjaga biar kelilingi pepohonan hijau,['moga aja hutan nya masih terjaga biar di kelilingi pepohonan yg hijau']
1935,orangsuperbiasa,alasannya pemerataan ekonomi mengubah papua saudara butuh pemerintah,"['kalau alasannya pemerataan ekonomi, kenapa gak pindah ke Papua pak? saudara kita di sana butuh dekat dengan pemerintah.']"
1936,orangya71,pemerintah tetangga panik,['negara tetangga panik']
1937,orggila.h,habis deh pohon kalimantan timur habis deh pohon kalimantan timur,"['abis deh pohon di kaltim', 'abis deh pohon di kaltim']"
1938,orizasativa999,investasi china kah awas kayak srilangka,['investasi china kah? awas jdi kyk Srilangka']
1939,oryza2610,gagasannya jaman soekarno jokowi berani mengeksekusi,['gagasannya sdh dari jaman Soekarno tapi hanya Pak Jokowi yg berani mengeksekusi 👍👍❤️🇮🇩🥰']
1940,osesetiawan,hutan nya lenyapkasihan satwa2 sanalebih mengubah,['hutan nya akn lenyap.kasihan satwa2 di sana.lebih baik ngk usah di pindah']
1941,ownerr_varla,peduli mengubah ganggu,['gk peduli mau di pindah atau ngk.. yg penting ngk ganggu sy']
1942,owsel8,ekonomi scptnya benahi dulubkin rakyat sejahtera heran sejaterahkan rakyat negeri,"['ekonomi scptnya benahi dulu,bkin rkyat sejahtera pk', '😂😂😂 GK heran lg, klu boleh tanya kpn bsa sejaterahkan rakyat negri ini,']"
1943,ozzystres,kasian yah alam,['Kasian Ya Alam Kita']
1944,p.haryanto,mengganti indonesia cina yah,['mengganti indonesia jadi cina ya pak']
1945,p.nfery,konsepnya asli keren sih,['Konsepnya asli keren si ini']
1946,p_balap111,jakarta berat kota,['jakarta sudah terlalu berat jadi ibukota']
1947,p_balappppp,demonstrasi pakai bus pesawat okeeeee,['yang tadinya mau demo pake bus sekarang pesawat okeeeee']
1948,p_r_ple,pohon kalimantan tersedia berkurang satupun,['gpp sih.. asalkan pohon di Kalimantan jangan ada yang berkurang satupun']
1949,pacarnya_akaza,tinggal Kalimantan senang takut takut hutannya,"['sya tinggal dikalimantan merasa senang dan takut, tapi lebih ke takut karena hutannya😳']"
1950,padabalong88,mimpi,['mimpi']
1951,padmaayu2,presiden,['Benerr koq Pak Presiden\n.']
1952,paemosgnz,jawa timur alhamdulillah air tersedia tuh,['lah aku dari jawa timur alhamdulillah air masi ada tuh']
1953,paeshol,pindah kota indonesia,['lanjut pindh Ibuk kota indo']
1954,paho_kan,kota nusantara mantap selamat kota pemerintah barudi 2024 selamat tinggal jakarta kumuh,"['IKN MANTAP, ! 👍👍\n""SELAMAT DATANG IBU KOTA NEGARA BARU""...DI Thn 2024.\n"" SELAMAT TINGGAL JAKARTA YG KUMUH""...']"
1955,pak_broto90,,['👍']
1956,pak_kalit94,sehat pakde,['sehat selalu pakde 🥰']
1957,pak_olga42,setuju kota nusantara mengubah,['setuju IKN pindah']
1958,pancayura,mendukung,['saya mendukung sih']
1959,pandanjati12,namanya presiden pembangunan,['ini namanya presiden pembangunan']
1960,pandanwangi18,uangnya pembangunan sedikithutan habis gersang,"['terus uangnya dari mana terus pembangunan tidak sedikit,hutan pada habis lama lama gersang 🤣🙏']"
1961,pangerandepok64,sebnrnya berani berani vestor lambat area,"['SEBNRNYA INI BKN SOAL BERANI TDK BERANI, SY YAKIN PARA IN VESTOR TTP LAMBAT KE AREA TERSEBUT.']"
1962,panggilsayaian,pindahkan kalimantan hutan kalimantan gimana,['pindahin ke kalimantan trus nanti hutan kalimantan gmn?😌']
1963,panji480,uang besaran kota nusantara,['cuan besar besaran ikn']
1964,pantad_amongus,soalny jakarta pariwisata terbesar indonesia,['soalny nanti jakarta bakal jadi tempat pariwisata terbesar di indonesia']
1965,papa_alf4,memprihatinka,['sangat memprihatinka...']
1966,papiih888,segampang,['Gak segampang itu pak']
1967,par1s_1.0,awas duit nya hilang,['awas duit ny ilang']
1968,paragoymuahhmuahh,busett kah kesitu bekasikaltim,['busett jauh amat\napa kah gw bakal bisa kesitu? bekasi-kaltim ? ga mungkin']
1969,paree_vxn,kgettt,['@😇🙏 kgettt']
1970,paridfernan,kota jakarta penghuni nya euyy pikpantai indah kapuk cina,['ibukota Jakarta baru siapa penghuni nya euyy😅 di PIK/pantai indah kapuk aja cina semua 😁']
1971,parkjiuniegf,nonton konser,['nonton konser makin jauh']
1972,parksehyung7,asik indonesian pemerintah idaman nih trauma banteng,['asik Indonesian akan jadi negara idaman ni 🙃\ntapi masih trauma sama banteng 😭😭']
1973,parsambosar,10000 t,['mana yg 10000 T😳😳😳']
1974,paruliansijabat80,tuhan yesus menyertaimu,['tuhan yesus ku menyertaimu pak de']
1975,pat123571,presiden anti melanggar terbukti pembangunan indonesia salam 3 periode,"['Presiden anti mlangkrak, terbukti pembangunan di seluruh Indonesia. Salam 3 periode.']"
1976,patihtiru123,kaya asing telinga Indonesia Indonesia gabungan wilayah indonesia sabang merauke sepengetahuan,"['kaya asing di telinga saya , nusantara , nusantara kan gabungan wilayah di indonesia dari sabang sampai merauke itu sepengetahuan saya']"
1977,patrickwkg,takut nya sesuai harapan,['takut nya gak sesuai harapan 😂']
1978,paul_sun82,pemimpin visioner ruar presidenku,['pemimpin yg visioner. ruar biasa presidenku.']
1979,pebedcondor,asiiiik anak kota anak kampung,['asiiiik tahun depan bukan anak kota lagi kita... jadi anak kampung']
1980,peggynada,ampun dipikir bencana alam datangberapa lahan dibongkar kalimantan salah paru paru dunia,"['ampun.. udah dipikir blm bencana alam yg akan datang,berapa byk lahan yg akan dibongkar, sedangkan Kalimantan merupakan salah satu paru paru dunia..']"
1981,pejantantangguh384,karno nyuruh utang,['bung karno ga nyuruh utang 😁']
1982,pejuang_keseruan20,lihat jokowi menjual tanah pemerintah pengusaha benar-benar pemimpin terburuk,"['lihat bukan jokowi menjual tanah negara ini kepada pengusaha,,, dia benar2 pemimpin terburuk']"
1983,pejuangff13,aaah elaaah sales esemka udah ganti dagangan,['aaah elaaah sales esemka dah ganti dagangan 😏']
1984,pejuangnafkah968,tidk setuju,['ttp tidk setuju.']
1985,pelepahpisang.id,dibangun ekonominya dibangun biar kereta api sia beroperasi,"['nanti pasti dibangun, spot"" ekonominya dulu yg perlu dibangun biar kereta api gak sia"" misalkan nanti sudah beroperasi 😁']"
1986,pempem_62,buku ips tebal yah,['buku IPS makin tebal gak ya😅?']
1987,penbonar_,pengolahan minyak biar minyak mentah mengolah,"['pengolahan minyak yg harus bapak bikin, biar minyak mentah kita sendiri yg mengolah']"
1988,pencar1makna,monas taro sebelah,['kira kira monas mau di taro sebelah mana ?']
1989,peni2121,semoga rakyatnya perekonomian majukan,['semoga rakyatnya perekonomian semakin maju pak']
1990,pentalkentil,mantapmerata kemakmuran,['mantap...merata kemakmuran']
1991,pentholcaprutt,hutang,['yg penting jgn banyak hutang']
1992,penyangakucing,setu rakyak nya makmur mahcari kerja susahharga pupuk mahal harga padinya murah gimana,"['yg Setu aja kalau rakyak nya makmur mah.cari kerja aja susah,harga pupuk mahal harga padinya murah giman ini 😳😳']"
1993,peratintin,setuju mudah2an lahir peradaban orang orang positif,['setuju pak mudah2an lahir peradaban baru dg org2 yg positif']
1994,perindu625,pemimpin bijaksana keadilan kemakmuran kesejahteraan rakyat nya pertamaklau rakyat hidup susah,"['pemimpin yg bijaksana adalah yg memberi,keadilan,kemakmuran,kesejahtraan bagi rakyat nya,itu yg pertama,klau rakyat hidup susah buat apa itu semua,']"
1995,peringatan.kesalahan,dsna panas pohon tebang,['pasti dsna tambah panas krna bakal bnyk pohon yg d tebang']
1996,perjumajumahian,jokowi yes jokowi yes,"['Jokowi yes...', 'Jokowi yes...']"
1997,perlindugan,dukung biar demon pusing demon macet kerja terhalang,['gw dukung biar gk demon pusing kalo demon sering macet dan kerja pun jadi terhalang😏']
1998,pes_mobile1899,nya tersedia program pengangguran wajib transmigrasibiar penduduk kota padat padat kumuh,"['harus nya ada program, pengangguran wajib transmigrasi,biar penduduk kota padat gak tambah padat dan kumuh,']"
1999,petanifitness,kota pindahkan pusat bisnis pindahkan pusat bisnis jakarta gedung presiden parlemen mengubah,['ibukota di pindahkan bukan pusat bisnis di pindahkan. pusat bisnis tetap jakarta. cuma gedung president dan Parlemen yang pindah']
2000,petrikpitra,patung patung kenangan hilang tidaya ti entra jakarta namanya kota pindahkan kalimantan jakarta kota namanya ganting namanya,"['patung patung yang banyak kenangan bakal hilang dong apa tidaya', 'berarti ti entra jakarta namanya apa dong kalo ibukota kita di pindahin di Kalimantan dan Jakarta menjadi luar kota dong namanya di ganting namanya']"
2001,pewarnahidupmu_,indahhhh polusi,['indahhhh mungkin tanpa polusi']
2002,pexbrow,terpercaya,['Untrusted... 😁']
2003,phaulcrhistian,pemindahan kota pemerintah lmbat laun efek jakartaagar padat,['pemindahan ibu kota negara lmbat laun akan memberikan efek yg baik untuk Jakarta..agar tdk semakin padat']
2004,phing_phingpo,nitip gedung dpr tolong kursi kursi parlemenya posisinya kerajaan inggris,['pak saya nitip gedung DPR yg akan datang tolong kursi kursi parlemenya di sama kan posisinya seperti kerajaan Inggris pak']
2005,pinky.ayu_,buku sejarah tebal pertanyaannya cucu cucu kota indonesia mengubah kalimantan,"['buku Sejarah semakin tebal.. pasti pertanyaannya buat cucu cucu kita nanti ""tahun berapakah ibukota indonesia di pindah ke kalimantan? ""']"
2006,pinna_,tersedia konser Indonesia dongg,['kalau ada konser di Nusantara dongg']
2007,pinot890,lihat komentarnya bijak berkelas suka orang2 pola pikirnya kedepan majukan adaptasi zaman serba modern,['tak lihat comenanya pada bijak dan berkelas aku suka sama2 orang2 yg pola pikirnya kedepan yg mau maju dan adaptasi dengan zaman serba modern ini']
2008,pipakaca,presiden terbaik joko widodo idolaku idola rakyat republik indonesia indonesia bangkit,['Presiden terbaik sepanjang masa Bapak joko widodo @Jokowi_ri01 idolaku idola semua rakyat republik Indonesia #indonesia bangkit🇲🇨💪🤝👊']
2009,pirji31,mengubah kalimantan bedampak ekosistem,['tapi kalo pindah ke kalimantan bisa bedampak sama ekosistem']
2010,pita03sari,setuju,['setuju']
2011,pizza_novelia,jokowi pindah kota buruk udah,['pak jokowi bisa mindahin ibu kota. not bad dah.']
2012,platinumex1,kerusakan hutan bencana kebakaran hutan perusahaan mengubah kesana,"['dan kerusakan hutan yang baru, bencana yang baru dan kebakaran hutan yang baru karena pasti perusahaan banyak pindah kesana']"
2013,poerbaagus1971,jokowi presiden terbaik,['Jokowi presiden terbaik 🥰🥰🥰🥰']
2014,poncojos,the terbaik presiden pola pikir dhe,"['The best President, Maint sett baru JOSSS PAK DHE']"
2015,pordjo_cpp_96,takut demo Kalimantan kotanya,"['takut gx bisa demo,klo dikalimantan ibukotanya']"
2016,povamoa,pulau jawa masuk australia,['pulau Jawa mau masuk Australia 😅']
2017,powerranges54,biar indonesia majuuu,['biar indonesia majuuu']
2018,poycok4,indonesia,['Indonesia Yg lebih baik']
2019,pph.icis,2024 anies menangcina takut pusat takut,['siapa yg bs jawab...knp klo 2024 anies menang...cina takut...pusat jg takut....jawab']
2020,pphica,jokowi prabowo bersatu indonesia majukan,['jokowi prabowo bersatu untuk Indonesia maju']
2021,prabuqu_07,,['😂😂😂😂']
2022,prames0901,semangat sehat,['semangat bpk sehat']
2023,prasetchanel,kereta cepat selesai kelaragenda sesuai kemampuan kebutuhan,['kereta cepat aja belum kelar kelar..agenda besar boleh saja tapi sesuai kemampuan dan kebutuhan']
2024,praswibowo320,mengubah yah silahkan mengubah yah silahkan,['pindah ya silahkan ga pindah ya silahkan']
2025,prbaaritaadsini,kekhawatiran krisis global berjalan pembangunan kota pemerintah,"['bagaimana dgn kekhawatiran krisis global, Pak? apakah masih tetap akan berjalan pembangunan ibukota negara yg baru?']"
2026,prettyasyaaa,ongkos kirim mehong,['@jjwa ongkir ga mehong donk?']
2027,pri_clp,tersedia berani memulaisperti anak cucu menikmati kemajuan bangsa iniya kerja sehat-sehat presiden,"['memang harus ada yg berani memulai,,sperti ini.\nanak cucu kita yg akan menikmati kemajuan bangsa ini,ya krna kerja hari ini. sehat2 pak presiden']"
2028,prigoriski23,ongkos perjalanan tersedia uang perjalanan dinas,['ongkos perjalanan nanti ada uang perjalanan dinas😅']
2029,prihadipri6,mimpi ya yaaaa bos,['lagi ngiiiiimpiiiiii apaaaa yaaaa bossdd']
2030,princessofgod501,amin,['amen']
2031,pringgosuyono502,sih inginnya ekonominya bangun biar pulih mencapai 7 persen beneran selamat pa presiden,['aku si pinginnya ekonominya dulu yg di bangun biar pulih dan mencapai 7 persen beneran selamat bekerja pa presiden.']
2032,prisantitities,amin puji tuhan tkasih pakjokowi gb indonesia majukan indonesia amin puji tuhan tkasih pakjokowi gb indonesia majukan indonesia,"['Amen, Puji Tuhan..😇🥰 T.kasih Pak.Jokowi..🥰🥰 GB NKRI 😇 Maju terus Indonesia....🥰🥰🥰🥰', 'Amen, Puji Tuhan..😇🥰 T.kasih Pak.Jokowi..🥰🥰 GB NKRI 😇 Maju terus Indonesia....🥰🥰🥰🥰']"
2033,pritat0,mantul,['Mantul']
2034,priyadipriyadi620,mangkrak,['mangkrak']
2035,priyoprayitno508,jakarta,['trus Jakarta gimana ?']
2036,projo0106,semangat optimis dukung boss,"['semangat pak, harus optimis', 'dukung boss']"
2037,prvt_143,semoga ongkos kirim Kalimantan murahada konser,"['semoga ongkir dikalimantan akn murah+ada konser""😃']"
2038,pskndtchmn,,['🥰🥰']
2039,ptmakmurjayainteriordsgn,senang popo senang-senang terserah to tutuk-tutuk,['Asal bpk senang ora popo seneng2no sakkarepmu wes to tutuk2no 😅']
2040,ptsarkemjogjakrta,mengubah mengubah terserah pengaruh kehidupanku,['pindah gak pindah terserah gak pengaruh jiga di kehidupanku']
2041,pucuksegarwangi,pakai hutan milik kota emangnya pohon,"['walaupun yang di pake itu hutan milik, tapi kan kalo udah jadi kota emangnya bisa jadi pohon lagi🥺']"
2042,puj_iyanto,,['😂😂😂😂😂']
2043,pulst1,dukung banget,['saya dukung banget']
2044,purai.10,kasian pohon kalimantan ditebang hewannya kehilangan rumah nya,"['kasian pasti pohon"" di kalimantan ditebang trus hewan""nya kehilangan rumah nya']"
2045,purnomosantoso5,kota mengubah kalimantan orang orang china leluasa masuk indonesia,['ibu kota d pindah k kalimantan karna org2 CHINA bisa leluasa masuk k INDONESIA']
